#german
#Titles
title_prince_female_danish;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x
duke_danish;Hertug;Hertug;Hertug;;Hertug;;;;;;;;;x
duke_female_danish;Hertuginde;Hertuginde;Hertuginde;;Hertuginde;;;;;;;;;x
duchy_of_danish;Hertugd鴐met;Hertugd鴐met;Hertugd鴐met;;Hertugd鴐met;;;;;;;;;x
count_danish;Greve;Greve;Greve;;Greve;;;;;;;;;x
count_female_danish;Grevinde;Grevinde;Grevinde;;Grevinde;;;;;;;;;x
county_of_danish;Grevskab af;Grevskab af;Grevskab af;;Grevskab af;;;;;;;;;x
#norwegian
#Titles
emperor_norwegian;Kejser;Kejser;Kejser;;Kejser;;;;;;;;;x
emperor_female_norwegian;Keiserinnen;Keiserinnen;Keiserinnen;;Keiserinnen;;;;;;;;;x
empire_of_norwegian;Kejserd鴐met;Kejserd鴐met;Kejserd鴐met;;Kejserd鴐met;;;;;;;;;x
king_norwegian;Konge;Konge;Konge;;Konge;;;;;;;;;x
king_female_norwegian;Dronning;Dronning;Dronning;;Dronning;;;;;;;;;x
kingdom_of_norwegian;Konged鴐met;Konged鴐met;Konged鴐met;;Konged鴐met;;;;;;;;;x
title_prince_norwegian;Prins;Prins;Prins;;Prins;;;;;;;;;x
title_prince_female_norwegian;Prinsesse;Prinsesse;Prinsesse;;Prinsesse;;;;;;;;;x
duke_norwegian;Hertug;Hertug;Hertug;;Hertug;;;;;;;;;x
duke_female_norwegian;Hertuginnen;Hertuginnen;Hertuginnen;;Hertuginnen;;;;;;;;;x
duchy_of_norwegian;Hertugd鴐met;Hertugd鴐met;Hertugd鴐met;;Hertugd鴐met;;;;;;;;;x
count_norwegian;Greve;Greve;Greve;;Greve;;;;;;;;;x
count_female_norwegian;Grevinnens;Grevinnens;Grevinnens;;Grevinnens;;;;;;;;;x
county_of_norwegian;Grevskap av;Grevskap av;Grevskap av;;Grevskap av;;;;;;;;;x
#saxon
#Titles
emperor_saxon;H閍hc醩ere;H閍hc醩ere;H閍hc醩ere;;H閍hc醩ere;;;;;;;;;x
emperor_female_saxon;揲odcw閚;揲odcw閚;揲odcw閚;;揲odcw閚;;;;;;;;;x
empire_of_saxon;H閍fodr韈e of;H閍fodr韈e of;H閍fodr韈e of;;H閍fodr韈e of;;;;;;;;;x
king_saxon;Cyning;Cyning;Cyning;;Cyning;;;;;;;;;x
king_female_saxon;Cw閚;Cw閚;Cw閚;;Cw閚;;;;;;;;;x
kingdom_of_saxon;Cyningr韈e of;Cyningr韈e of;Cyningr韈e of;;Cyningr韈e of;;;;;;;;;x
title_prince_saxon;起eling;起eling;起eling;;起eling;;;;;;;;;x
title_prince_female_saxon;起eldohtor;起eldohtor;起eldohtor;;起eldohtor;;;;;;;;;x
duke_saxon;Eorl;Eorl;Eorl;;Eorl;;;;;;;;;x
duke_female_saxon;Eorlen;Eorlen;Eorlen;;Eorlen;;;;;;;;;x
duchy_of_saxon;Eorlr韈e of;Eorlr韈e of;Eorlr韈e of;;Eorlr韈e of;;;;;;;;;x
count_saxon;Sc韗ger閒a;Sc韗ger閒a;Sc韗ger閒a;;Sc韗ger閒a;;;;;;;;;x
count_female_saxon;Sc韗ger閒en;Sc韗ger閒en;Sc韗ger閒en;;Sc韗ger閒en;;;;;;;;;x
county_of_saxon;Sc韗 of;Sc韗 of;Sc韗 of;;Sc韗 of;;;;;;;;;x
#old_old_saxon
#Titles -PH-
emperor_old_saxon;H閍hc醩ere;H閍hc醩ere;H閍hc醩ere;;H閍hc醩ere;;;;;;;;;x
emperor_female_old_saxon;揲odcw閚;揲odcw閚;揲odcw閚;;揲odcw閚;;;;;;;;;x
empire_of_old_saxon;H閍fodr韈e of;H閍fodr韈e of;H閍fodr韈e of;;H閍fodr韈e of;;;;;;;;;x
king_old_saxon;Cyning;Cyning;Cyning;;Cyning;;;;;;;;;x
king_female_old_saxon;Cw閚;Cw閚;Cw閚;;Cw閚;;;;;;;;;x
kingdom_of_old_saxon;Cyningr韈e of;Cyningr韈e of;Cyningr韈e of;;Cyningr韈e of;;;;;;;;;x
title_prince_old_saxon;起eling;起eling;起eling;;起eling;;;;;;;;;x
title_prince_female_old_saxon;起eldohtor;起eldohtor;起eldohtor;;起eldohtor;;;;;;;;;x
duke_old_saxon;Eorl;Eorl;Eorl;;Eorl;;;;;;;;;x
duke_female_old_saxon;Eorlen;Eorlen;Eorlen;;Eorlen;;;;;;;;;x
duchy_of_old_saxon;Eorlr韈e of;Eorlr韈e of;Eorlr韈e of;;Eorlr韈e of;;;;;;;;;x
count_old_saxon;Sc韗ger閒a;Sc韗ger閒a;Sc韗ger閒a;;Sc韗ger閒a;;;;;;;;;x
count_female_old_saxon;Sc韗ger閒en;Sc韗ger閒en;Sc韗ger閒en;;Sc韗ger閒en;;;;;;;;;x
county_of_old_saxon;Sc韗 of;Sc韗 of;Sc韗 of;;Sc韗 of;;;;;;;;;x
#visigothic
#Titles -PH-
emperor_visigothic;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_female_visigothic;Kaiserin;Kaiserin;Kaiserin;;Kaiserin;;;;;;;;;x
empire_of_visigothic;Reich von;Reich von;Reich von;;Reich von;;;;;;;;;x
king_visigothic;K鰊ig;K鰊ig;K鰊ig;;K鰊ig;;;;;;;;;x
king_female_visigothic;K鰊igin;K鰊igin;K鰊igin;;K鰊igin;;;;;;;;;x
kingdom_of_visigothic;K鰊igreich;K鰊igreich;K鰊igreich;;K鰊igreich;;;;;;;;;x
title_prince_visigothic;Prinz;Prinz;Prinz;;Prinz;;;;;;;;;x
title_prince_female_visigothic;Prinzessin;Prinzessin;Prinzessin;;Prinzessin;;;;;;;;;x
duke_visigothic;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_visigothic;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
duchy_of_visigothic;Herzogtum von;Herzogtum von;Herzogtum von;;Herzogtum von;;;;;;;;;x
count_visigothic;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_visigothic;Gr鋐in;Gr鋐in;Gr鋐in;;Gr鋐in;;;;;;;;;x
county_of_visigothic;Grafschaft von;Grafschaft von;Grafschaft von;;Grafschaft von;;;;;;;;;x
#suebi
#Titles -PH-
emperor_suebi;Kaiser;Kaiser;Kaiser;;Kaiser;;;;;;;;;x
emperor_female_suebi;Kaiserin;Kaiserin;Kaiserin;;Kaiserin;;;;;;;;;x
empire_of_suebi;Reich von;Reich von;Reich von;;Reich von;;;;;;;;;x
king_suebi;K鰊ig;K鰊ig;K鰊ig;;K鰊ig;;;;;;;;;x
king_female_suebi;K鰊igin;K鰊igin;K鰊igin;;K鰊igin;;;;;;;;;x
kingdom_of_suebi;K鰊igreich;K鰊igreich;K鰊igreich;;K鰊igreich;;;;;;;;;x
title_prince_suebi;Prinz;Prinz;Prinz;;Prinz;;;;;;;;;x
title_prince_female_suebi;Prinzessin;Prinzessin;Prinzessin;;Prinzessin;;;;;;;;;x
duke_suebi;Herzog;Herzog;Herzog;;Herzog;;;;;;;;;x
duke_female_suebi;Herzogin;Herzogin;Herzogin;;Herzogin;;;;;;;;;x
duchy_of_suebi;Herzogtum von;Herzogtum von;Herzogtum von;;Herzogtum von;;;;;;;;;x
count_suebi;Graf;Graf;Graf;;Graf;;;;;;;;;x
count_female_suebi;Gr鋐in;Gr鋐in;Gr鋐in;;Gr鋐in;;;;;;;;;x
county_of_suebi;Grafschaft von;Grafschaft von;Grafschaft von;;Grafschaft von;;;;;;;;;x
